Game_ID;Name;Genre;Publisher;Platform;Release_date;Cover_url;Description
47;Overlord: Dark Legend;Hack and slash/Beat 'em up;Climax Studios;Wii;2009-06-23;https://images.igdb.com/igdb/image/upload/t_cover_big/co290t.jpg;Dark Legend is a spinoff of the 2007 video game Overlord, and is set as a prequel. The gameplay is similar to Overlord, but presents some differences. While the game does not have several features of the original game or its sequel, Overlord II, it offers some new content and a new gameplay style taking advantage of the Wii controller.Reviews of the game are mixed: praising the humour, story, and controls of the game, but finding problems with the animation, short game length, and lack of complexity or difficulty.
48;Overlord: Minions;Puzzle;Climax Studios;Nintendo DS;2009-06-23;https://images.igdb.com/igdb/image/upload/t_cover_big/co290u.jpg;Meet Giblet, Blaze, Stench, and Zap - an elite Minion crew who, assisted by minion master Gnarl, get star billing in Overlord Minions, an irresistible and accessible puzzle action game, designed exclusively for Nintendo DS. In Overlord Minions, the Overlord commands the Minion team remotely. The Nintendo DS stylus becomes an extension of his evil will and every precise Touch Screen command is the player-as-Overlord directing, commanding and combining minions in battle, pointing and sweeping them to attack enemies and solving puzzles to execute his dastardly plans. Controlling the Special Farces team of four, players negotiate fiendish levels and take on a huge range of warped enemies to hunt down the Kindred, a cult dedicated to resurrecting the mighty Dragon Kin, a race of humanoid dragon hybrids, determined to replace the Overlord's despotism with their own. Extending the Overlord series' trademark humour, gameplay focuses on the mischievous physical comedy of the minion's antics and is delivered in a stylised cartoon visual style.
49;Syndicate;Strategy;Electronic Arts;PC;1993-06-6;https://images.igdb.com/igdb/image/upload/t_cover_big/co5385.jpg;The aim of the game is to spread the dark stain of your syndicates colour across the entire surface of the globe. The world map is divided into various territories. From your home base in europe you invade adjacent territories and, through the violent subterfuge of your agents, wrestle them from rival syndicates. Having done so, raise taxes on the locals to increase your profits and punish them for serving the wrong syndicate.But raising taxes can make you very unpopular.and furious natives leading popular rebellions can eat into syndicate profits. So keep an eye on foreign interests and pick off troublemakers with your teams of agents. And while you're busy expanding your syndicates empire abroad, rival agents are working in your own back yard to de-stabilise your syndicate. Ensure agents are briefed to weed out traitors whose actions might bring about your downfall.By meeting all challenges, destroying all targets and gaining control of all the territories, your syndicate triumphs.
50;Syndicate: American Revolt;Strategy;Bullfrog Productions;DOS;1993-01-1;https://images.igdb.com/igdb/image/upload/t_cover_big/co47s1.jpg;American Revolt is an add-on pack to Syndicate. It requires the original game and includes 3 new weapons, 21 new single player missions, and 10 multiplayer missions.
51;Syndicate Wars;Strategy;Bullfrog Productions;PC;1996-12-31;https://images.igdb.com/igdb/image/upload/t_cover_big/co5443.jpg;Welcome to an urban hell of ultra-violent mayhem. Welcome to Syndicate Wars where you’ll take control of a squad of cybernetically enhanced Agents and wreak havoc on the enemy. Funnel money towards research that will allow you to upgrade your team and make them into more efficient killing machines. Use the environment to assassinate, destroy, and eliminate your targets all from a classic isometric perspective. If you need cannon fodder, why not set your Agents loose armed with Persuadertrons to control huge crowds, or even enemy agents, and get them to do the dirty work for you? So whether you’re keeping EuroCorp in the black or burning infidels for the New Epoch, Syndicate Wars will have you giddily carving a path to victory. Welcome to the merciless future of violent squad-based real-time tactics!
52;The Elder Scrolls: Arena;Role-playing (RPG);Bethesda Softworks;PC;1994-03-25;https://images.igdb.com/igdb/image/upload/t_cover_big/co2knc.jpg;The Elder Scrolls - Arena is the first RPG fantasy game of the Elder Scrolls series.The game takes place on a planet called Nirn in the empire of Tamriel. The emperor of Tamriel, Uriel Septim, is planing to gather the whole Nirn under the imperial flag. He allies himself with the mage Jagar Tharn who is unfortunately intent on stealing the emperor's throne. Jagar Tharn imprisons the emperor in another dimension and locks the key inside a dungeon under the imperial city. Your job is to find all the pieces of the key, reassemble it, kill Jagger Tharn and free the emperor.
53;The Elder Scrolls II: Daggerfall;Role-playing (RPG);Bethesda Softworks;PC;1996-08-31;https://images.igdb.com/igdb/image/upload/t_cover_big/co1yan.jpg;The Elder Scrolls - Daggerfall is the second fantasy RPG from The Elder Scrolls series. The game is situated in a city of Daggerfall and its surrounding areas. The emperor himself asked you, as your friend, to investigate the death of King Lysandus. The whole story is up to you. There is no straight line which you should follow. you have a number of options for character classes and numerous regions filled with cities, towns, and dungeons.Your journey starts on your way to the Kingdom of Daggerfall. Unfortunately your ship is wrecked in a storm and you end up in a small cave with only your bare life. Your first goal becomes to escape, and so your adventure begins. The game has a numerous options how to solve the crisis and numerous differed endings as well.
54;An Elder Scrolls Legend: Battlespire;Role-playing (RPG);Bethesda Softworks;DOS;1997-11-30;https://images.igdb.com/igdb/image/upload/t_cover_big/co53qh.jpg;An Elder Scrolls Legend: Battlespire is an action role-playing open world video game developed and published by Bethesda Softworks, set in the world of The Elder Scrolls.
55;The Elder Scrolls Adventures: Redguard;Role-playing (RPG);Bethesda Softworks;DOS;1998-10-31;https://images.igdb.com/igdb/image/upload/t_cover_big/co53qi.jpg;You play as Cyrus, a Redguard in search for his sister, and a mercenary pirate. After receiving a letter from your old friend and Nord captain Tobias about your sister's disappearance, you sail to Stros M'kai, your sister's home, and site of the final clash between the Redguard Crowns and the Empire. The game begins when you arrive at the port.
56;The Elder Scrolls III: Morrowind;Role-playing (RPG);Bethesda Game Studios;PC;2002-05-1;https://images.igdb.com/igdb/image/upload/t_cover_big/co2knd.jpg;First-person WRPG and third mainline entry in the Elder Scrolls franchise in which the player arrives in the island of Vvardenfell, an exotic land plagued by disease-carrying storms and ruled by a godly Tribunal, in the Morrowind province of Tamriel, and takes part in the prophecy foretelling the second coming of Nerevar, who will supposedly save Morrowind from malicious clans both within and outside Vvardenfell.
57;The Elder Scrolls III: Tribunal;Role-playing (RPG);Bethesda Game Studios;PC;2002-11-6;https://images.igdb.com/igdb/image/upload/t_cover_big/co21i8.jpg;The Elder Scrolls III: Tribunal is an expansion pack for the critically acclaimed RPG, The Elder Scrolls III: Morrowind. In Tribunal, a ruthless new king has taken the throne of Morrowind, while an aging god drifts deeper into madness. Into this chaos you are thrust, with deadly assassins close behind you and Morrowind's uncertain future ahead. Your journey will lead you to Mournhold, capital city of Morrowind, to the Clockwork City of Sotha Sil, and through massive, epic-sized dungeons.
